행정구역,연령구분,합계
___비전1동(경기평택),60세~64세,1672 
___비전1동(경기평택),65세이상,3260 
___비전1동(경기평택),합계,45288 
___비전2동(경기평택),0세~9세,6789 
___비전2동(경기평택),10세~19세,8121 
___비전2동(경기평택),20세~29세,7826 
___비전2동(경기평택),30세~39세,9154 
___비전2동(경기평택),40세~49세,11345 
___비전2동(경기평택),50세~59세,8463 
___비전2동(경기평택),60세~64세,2311 
___비전2동(경기평택),65세이상,4527 
___비전2동(경기평택),합계,58536 
___세교동(경기평택),0세~9세,1971 
___세교동(경기평택),10세~19세,3022 
___세교동(경기평택),20세~29세,3302 
___세교동(경기평택),30세~39세,2759 
___세교동(경기평택),40세~49세,4304 
___세교동(경기평택),50세~59세,3821 
___세교동(경기평택),60세~64세,1018 
___세교동(경기평택),65세이상,2232 
___세교동(경기평택),합계,22429 
_동두천시(경기),0세~9세,8697 
_동두천시(경기),10세~19세,10281 
_동두천시(경기),20세~29세,11337 
_동두천시(경기),30세~39세,12864 
_동두천시(경기),40세~49세,16681 
_동두천시(경기),50세~59세,16168 
_동두천시(경기),60세~64세,6077 
_동두천시(경기),65세이상,16172 
_동두천시(경기),합계,98277 
___생연1동(경기동두천),0세~9세,573 
___생연1동(경기동두천),10세~19세,708 
___생연1동(경기동두천),20세~29세,871 
___생연1동(경기동두천),30세~39세,988 
___생연1동(경기동두천),40세~49세,1150 
___생연1동(경기동두천),50세~59세,1335 
___생연1동(경기동두천),60세~64세,499 
___생연1동(경기동두천),65세이상,1276 
___생연1동(경기동두천),합계,7400 
___생연2동(경기동두천),0세~9세,1126 
___생연2동(경기동두천),10세~19세,1363 
___생연2동(경기동두천),20세~29세,1248 
___생연2동(경기동두천),30세~39세,1578 
___생연2동(경기동두천),40세~49세,2104 
___생연2동(경기동두천),50세~59세,1960 
___생연2동(경기동두천),60세~64세,740 
___생연2동(경기동두천),65세이상,2185 
___생연2동(경기동두천),합계,12304 
___중앙동(경기동두천),0세~9세,204 
___중앙동(경기동두천),10세~19세,345 
___중앙동(경기동두천),20세~29세,648 
___중앙동(경기동두천),30세~39세,520 
___중앙동(경기동두천),40세~49세,808 
___중앙동(경기동두천),50세~59세,1230 
___중앙동(경기동두천),60세~64세,507 
___중앙동(경기동두천),65세이상,1387 
___중앙동(경기동두천),합계,5649 
___보산동(경기동두천),0세~9세,194 
___보산동(경기동두천),10세~19세,288 
___보산동(경기동두천),20세~29세,379 
___보산동(경기동두천),30세~39세,359 
___보산동(경기동두천),40세~49세,522 
___보산동(경기동두천),50세~59세,658 
___보산동(경기동두천),60세~64세,269 
___보산동(경기동두천),65세이상,729 
___보산동(경기동두천),합계,3398 
___불현동(경기동두천),0세~9세,2529 
___불현동(경기동두천),10세~19세,3218 
___불현동(경기동두천),20세~29세,3495 
___불현동(경기동두천),30세~39세,3644 
___불현동(경기동두천),40세~49세,4781 
___불현동(경기동두천),50세~59세,4650 
___불현동(경기동두천),60세~64세,1612 
___불현동(경기동두천),65세이상,4141 
___불현동(경기동두천),합계,28070 
___소요동(경기동두천),0세~9세,557 
___소요동(경기동두천),10세~19세,620 
___소요동(경기동두천),20세~29세,1029 
___소요동(경기동두천),30세~39세,1009 
___소요동(경기동두천),40세~49세,1372 
___소요동(경기동두천),50세~59세,1817 
___소요동(경기동두천),60세~64세,789 
___소요동(경기동두천),65세이상,2077 
___소요동(경기동두천),합계,9270 
___상패동(경기동두천),0세~9세,312 
___상패동(경기동두천),10세~19세,372 
___상패동(경기동두천),20세~29세,597 
___상패동(경기동두천),30세~39세,602 
___상패동(경기동두천),40세~49세,874 
___상패동(경기동두천),50세~59세,1116 
___상패동(경기동두천),60세~64세,479 
___상패동(경기동두천),65세이상,1260 
___상패동(경기동두천),합계,5612 
___송내동(경기동두천),0세~9세,3202 
___송내동(경기동두천),10세~19세,3367 
___송내동(경기동두천),20세~29세,3070 
___송내동(경기동두천),30세~39세,4164 
___송내동(경기동두천),40세~49세,5070 
___송내동(경기동두천),50세~59세,3402 
___송내동(경기동두천),60세~64세,1182 
___송내동(경기동두천),65세이상,3117 
___송내동(경기동두천),합계,26574 
_안산시(경기),0세~9세,58871 
_안산시(경기),10세~19세,84069 
_안산시(경기),20세~29세,107699 
_안산시(경기),30세~39세,99513 
_안산시(경기),40세~49세,131718 
_안산시(경기),50세~59세,120137 
_안산시(경기),60세~64세,30702 
_안산시(경기),65세이상,57150 
_안산시(경기),합계,689859 
__상록구(경기안산),0세~9세,31828 
__상록구(경기안산),10세~19세,45356 
__상록구(경기안산),20세~29세,59776 
__상록구(경기안산),30세~39세,54197 
__상록구(경기안산),40세~49세,71293 
__상록구(경기안산),50세~59세,64377 
__상록구(경기안산),60세~64세,16410 
__상록구(경기안산),65세이상,32620 
__상록구(경기안산),합계,375857 
___일동(경기안산상록),0세~9세,2660 
___일동(경기안산상록),10세~19세,3326 
___일동(경기안산상록),20세~29세,3904 
___일동(경기안산상록),30세~39세,4460 
___일동(경기안산상록),40세~49세,5563 
___일동(경기안산상록),50세~59세,4400 
___일동(경기안산상록),60세~64세,1233 
___일동(경기안산상록),65세이상,2712 
___일동(경기안산상록),합계,28258 
___사1동(경기안산상록),0세~9세,3108 
___사1동(경기안산상록),10세~19세,4444 
___사1동(경기안산상록),20세~29세,6503 
___사1동(경기안산상록),30세~39세,6363 
___사1동(경기안산상록),40세~49세,7537 
___사1동(경기안산상록),50세~59세,5980 
___사1동(경기안산상록),60세~64세,1290 
___사1동(경기안산상록),65세이상,3527 
___사1동(경기안산상록),합계,38752 
___사2동(경기안산상록),0세~9세,3594 
___사2동(경기안산상록),10세~19세,4821 
___사2동(경기안산상록),20세~29세,5479 
___사2동(경기안산상록),30세~39세,5054 
___사2동(경기안산상록),40세~49세,6866 
___사2동(경기안산상록),50세~59세,5976 
___사2동(경기안산상록),60세~64세,1447 
___사2동(경기안산상록),65세이상,2524 
___사2동(경기안산상록),합계,35761 
___본오1동(경기안산상록),0세~9세,4067 
___본오1동(경기안산상록),10세~19세,5671 
___본오1동(경기안산상록),20세~29세,6356 
___본오1동(경기안산상록),30세~39세,6527 
___본오1동(경기안산상록),40세~49세,8839 
___본오1동(경기안산상록),50세~59세,6933 
___본오1동(경기안산상록),60세~64세,1630 
___본오1동(경기안산상록),65세이상,3568 
___본오1동(경기안산상록),합계,43591 
___본오2동(경기안산상록),0세~9세,2443 
___본오2동(경기안산상록),10세~19세,4150 
___본오2동(경기안산상록),20세~29세,4760 
___본오2동(경기안산상록),30세~39세,3921 
___본오2동(경기안산상록),40세~49세,6202 
___본오2동(경기안산상록),50세~59세,5181 
___본오2동(경기안산상록),60세~64세,1228 
___본오2동(경기안산상록),65세이상,2746 
___본오2동(경기안산상록),합계,30631 
___본오3동(경기안산상록),0세~9세,1734 
___본오3동(경기안산상록),10세~19세,2604 
___본오3동(경기안산상록),20세~29세,3954 
___본오3동(경기안산상록),30세~39세,3435 
___본오3동(경기안산상록),40세~49세,4293 
___본오3동(경기안산상록),50세~59세,4205 
___본오3동(경기안산상록),60세~64세,997 
___본오3동(경기안산상록),65세이상,2215 
___본오3동(경기안산상록),합계,23437 
___부곡동(경기안산상록),0세~9세,2076 
___부곡동(경기안산상록),10세~19세,2976 
___부곡동(경기안산상록),20세~29세,3731 
___부곡동(경기안산상록),30세~39세,3192 
___부곡동(경기안산상록),40세~49세,4771 
___부곡동(경기안산상록),50세~59세,4287 
___부곡동(경기안산상록),60세~64세,1064 
___부곡동(경기안산상록),65세이상,2146 
___부곡동(경기안산상록),합계,24243 
___월피동(경기안산상록),0세~9세,3649 
___월피동(경기안산상록),10세~19세,6111 
___월피동(경기안산상록),20세~29세,7591 
___월피동(경기안산상록),30세~39세,5927 
___월피동(경기안산상록),40세~49세,8747 
___월피동(경기안산상록),50세~59세,8112 
___월피동(경기안산상록),60세~64세,1837 
___월피동(경기안산상록),65세이상,3392 
___월피동(경기안산상록),합계,45366 
___성포동(경기안산상록),0세~9세,2098 
___성포동(경기안산상록),10세~19세,3463 
___성포동(경기안산상록),20세~29세,4685 
___성포동(경기안산상록),30세~39세,3111 
___성포동(경기안산상록),40세~49세,4580 
___성포동(경기안산상록),50세~59세,5296 
___성포동(경기안산상록),60세~64세,1303 
___성포동(경기안산상록),65세이상,2116 
___성포동(경기안산상록),합계,26652 
___반월동(경기안산상록),0세~9세,1742 
___반월동(경기안산상록),10세~19세,1755 
___반월동(경기안산상록),20세~29세,2633 
___반월동(경기안산상록),30세~39세,2950 
___반월동(경기안산상록),40세~49세,3294 
___반월동(경기안산상록),50세~59세,3733 
___반월동(경기안산상록),60세~64세,1415 
___반월동(경기안산상록),65세이상,2744 
___반월동(경기안산상록),합계,20266 
___안산동(경기안산상록),0세~9세,824 
___안산동(경기안산상록),10세~19세,931 
___안산동(경기안산상록),20세~29세,1381 
___안산동(경기안산상록),30세~39세,1348 
___안산동(경기안산상록),40세~49세,1607 
___안산동(경기안산상록),50세~59세,1963 
___안산동(경기안산상록),60세~64세,748 
___안산동(경기안산상록),65세이상,1277 
___안산동(경기안산상록),합계,10079 
___이동(경기안산상록),0세~9세,2090 
___이동(경기안산상록),10세~19세,2398 
___이동(경기안산상록),20세~29세,5272 
___이동(경기안산상록),30세~39세,5381 
___이동(경기안산상록),40세~49세,5222 
___이동(경기안산상록),50세~59세,4753 
___이동(경기안산상록),60세~64세,1324 
___이동(경기안산상록),65세이상,2548 
___이동(경기안산상록),합계,28988 
___사3동(경기안산상록),0세~9세,1743 
___사3동(경기안산상록),10세~19세,2706 
___사3동(경기안산상록),20세~29세,3527 
___사3동(경기안산상록),30세~39세,2528 
___사3동(경기안산상록),40세~49세,3772 
___사3동(경기안산상록),50세~59세,3558 
___사3동(경기안산상록),60세~64세,894 
___사3동(경기안산상록),65세이상,1105 
___사3동(경기안산상록),합계,19833 
__단원구(경기안산),0세~9세,27043 
__단원구(경기안산),10세~19세,38713 
__단원구(경기안산),20세~29세,47923 
__단원구(경기안산),30세~39세,45316 
__단원구(경기안산),40세~49세,60425 
__단원구(경기안산),50세~59세,55760 
__단원구(경기안산),60세~64세,14292 
__단원구(경기안산),65세이상,24530 
__단원구(경기안산),합계,314002 
___와동(경기안산단원),0세~9세,3834 
___와동(경기안산단원),10세~19세,5465 
___와동(경기안산단원),20세~29세,6901 
___와동(경기안산단원),30세~39세,7022 
___와동(경기안산단원),40세~49세,8972 
___와동(경기안산단원),50세~59세,7419 
___와동(경기안산단원),60세~64세,1800 
___와동(경기안산단원),65세이상,3334 
___와동(경기안산단원),합계,44747 
___고잔1동(경기안산단원),0세~9세,1576 
___고잔1동(경기안산단원),10세~19세,2630 
___고잔1동(경기안산단원),20세~29세,3415 
___고잔1동(경기안산단원),30세~39세,2844 
___고잔1동(경기안산단원),40세~49세,3895 
___고잔1동(경기안산단원),50세~59세,3720 
___고잔1동(경기안산단원),60세~64세,959 
___고잔1동(경기안산단원),65세이상,1925 
___고잔1동(경기안산단원),합계,20964 
___고잔2동(경기안산단원),0세~9세,1783 
___고잔2동(경기안산단원),10세~19세,2637 
___고잔2동(경기안산단원),20세~29세,3758 
___고잔2동(경기안산단원),30세~39세,3537 
___고잔2동(경기안산단원),40세~49세,4003 
___고잔2동(경기안산단원),50세~59세,3720 
___고잔2동(경기안산단원),60세~64세,1035 
___고잔2동(경기안산단원),65세이상,1411 
___고잔2동(경기안산단원),합계,21884 
___원곡본동(경기안산단원),0세~9세,3161 
___원곡본동(경기안산단원),10세~19세,3331 
___원곡본동(경기안산단원),20세~29세,4264 
___원곡본동(경기안산단원),30세~39세,5065 
___원곡본동(경기안산단원),40세~49세,6383 
___원곡본동(경기안산단원),50세~59세,6036 
