순번,ROUTE_ID,ROUTE_NM,STA_ORDER,STATION_NM,STATION_ID,MOBILE_NO
130387,236000154,10,13,운천5리(기보대),236000865,41501
130388,236000154,10,14,운천5리,236000097,40387
130389,236000154,10,15,운천5리부대앞,236000096,41488
130390,236000154,10,16,운천5리노인정앞,236000095,40388
130391,236000154,10,17,문암삼거리,236000752,41478
130392,236000154,10,18,운천9리.꿈이있는마을,236000143,41476
130393,236000154,10,19,영북종고.보화센타,236000142,41473
130394,236000154,10,20,영북면사무소,236000141,41474
130395,236000154,10,21,영북면사무소,236000088,41470
130396,236000154,10,22,영북종고.보화센타,236000087,41471
130397,236000154,10,23,영북체육문화센터,236000086,41472
130398,236000154,10,24,문암삼거리,236001152,40631
130399,236000154,10,25,운천5리노인정앞,236000114,40384
130400,236000154,10,26,운천5리부대앞,236000113,41487
130401,236000154,10,27,운천5리,236000112,40385
130402,236000154,10,28,기보대앞.운천5리,236000876,41500
130403,236000154,10,29,메이필드앞,236001149,40622
130404,236000154,10,30,1교다리양어장,236000877,41505
130405,236000154,10,31,2교다리연대본부앞,236000110,41510
130406,236000154,10,32,산정리3교다리앞,236000109,41514
130407,236000154,10,33,몽베르컨트리클럽,236001147,40618
130408,236000154,10,34,한화콘도,236000878,41536
130409,236000154,10,35,하동주차장,236000108,41539
130410,236000154,10,36,우둠지,236001145,40629
130411,236000154,10,37,산정리.우물목,236000107,41560
130412,236000154,10,38,평화교육연수원,236000106,41570
130413,236000154,10,39,산정호수.상동주차장,236001170,40707
130414,236000167,138-7,1,도평리,236000784,40527
130415,236000167,138-7,2,심뱅이골,236000071,41627
130416,236000167,138-7,3,도평4리.풍차가든,236000072,41624
130417,236000167,138-7,4,장암5리.한빛아파트,236000073,41623
130418,236000167,138-7,5,이동,236000076,41607
130419,236000167,138-7,6,이동초교,236000074,41609
130420,236000167,138-7,7,연곡1리.포병여단앞,236000077,41619
130421,236000167,138-7,8,연곡리심재,236000075,41617
130422,236000167,138-7,9,원평마을.연곡2리,236000078,41615
130423,236000167,138-7,10,연곡3리.만가대,236000079,41612
130424,236000167,138-7,11,연곡4리,236000001,41605
130425,236000167,138-7,12,사직2리.가족처럼요양원,236001303,40704
130426,236000167,138-7,13,사직2리.조침리마을,236000002,41597
130427,236000167,138-7,14,사직1리.뱀말,236000003,41591
130428,236000167,138-7,15,사직1리.새터,236000004,41589
130429,236000167,138-7,16,화대3리.왼부리,236000005,41585
130430,236000167,138-7,17,화대3리.숫터,236000006,41580
130431,236000167,138-7,18,운담초등학교앞,236001301,40703
130432,236000167,138-7,19,화대2리.제일온천,236000536,41573
130433,236000167,138-7,20,화대리.윗갈기길,236000965,40491
130434,236000167,138-7,21,일동면사무소.농협,236000537,41558
130435,236000167,138-7,22,일동중.고등학교,236000544,41554
130436,236000167,138-7,23,일동시장입구,236000546,41550
130437,236000167,138-7,24,일동초교.일동도서관,236000547,41541
130438,236000167,138-7,25,기산1리.배리,236000548,41534
130439,236000167,138-7,26,기산1리.샘말,236001002,41529
130440,236000167,138-7,27,길명2리.길명주유소,236000371,41492
130441,236000167,138-7,28,길명1리,236000370,41461
130442,236000167,138-7,29,길명1리.꼭두바위,236000369,41448
130443,236000167,138-7,30,지현교,236000368,41445
130444,236000167,138-7,31,길명1리.평화묘원입구,236000367,41439
130445,236000167,138-7,32,길명1리.사기점,236000366,41429
130446,236000167,138-7,33,금주4리,236000365,40398
130447,236000167,138-7,34,금주4리,236000364,41435
130448,236000167,138-7,35,금주3리.만세교,236001000,41414
130449,236000167,138-7,36,만세교검문소,236000680,41400
130450,236000167,138-7,37,만세교2리.새터,236000430,41382
130451,236000167,138-7,38,신평2리.요꼴사거리,236000429,41373
130452,236000167,138-7,39,윤중.신포천아파트,236000428,41353
130453,236000167,138-7,40,신북면행정복지센터.포천아트밸리,236000427,41338
130454,236000167,138-7,41,신북대교,236001349,40725
130455,236000167,138-7,42,가채2리마을회관앞,236000301,41274
130456,236000167,138-7,43,가채2리.승방동,236000300,41261
130457,236000167,138-7,44,가채1리오장동입구,236000299,41247
130458,236000167,138-7,45,골든아파트앞,236000298,41221
130459,236000167,138-7,46,포천농협.하나로마트,236001234,40692
130460,236000167,138-7,47,신읍7통.기업은행앞,236000297,40269
130461,236000167,138-7,48,포천시청앞,236000296,40258
130462,236000167,138-7,49,신읍11통시청별관,236000295,40254
130463,236000167,138-7,50,포천고등학교앞,236000294,40243
130464,236000167,138-7,51,어룡1통,236000293,40238
130465,236000167,138-7,52,어룡2통,236000292,40236
130466,236000167,138-7,53,어룡3통,236000291,40233
130467,236000167,138-7,54,자작2통군단앞,236000290,40232
130468,236000167,138-7,55,자작2통,236000681,40229
130469,236000167,138-7,56,선단3통.할렐루야기도원,236000289,40220
130470,236000167,138-7,57,선단1통.대진대학교,236000518,40210
130471,236000167,138-7,58,선단4통.장승거리,236000517,40181
130472,236000167,138-7,59,설운3통.여단앞,236000516,40166
130473,236000167,138-7,60,하송우리,236000515,40150
130474,236000167,138-7,61,주공2단지석향마을,236000514,40131
130475,236000167,138-7,62,송우리터미널,236000513,40115
130476,236000167,138-7,63,송우6리시장앞,236000511,40102
130477,236000167,138-7,64,원일아파트.송우5리,236000510,40092
130478,236000167,138-7,65,홈플러스,236000509,40087
130479,236000167,138-7,66,소흘읍사무소앞,236000508,40079
130480,236000167,138-7,67,이동교1리.통일대,236000871,40064
130481,236000167,138-7,68,이동교1리.용상골,236000507,40060
130482,236000167,138-7,69,윗용상골.대방아파트,236000618,40051
130483,236000167,138-7,70,이동교4리.윗용상골,236000617,40037
130484,236000167,138-7,71,부인터사거리,236000616,40027
130485,236000167,138-7,72,이동교2리부인터,236000615,40023
130486,236000167,138-7,73,이동교2리.포천공구단지,236000614,40017
130487,236000167,138-7,74,이동교3리.무봉리,236000723,40012
130488,236000167,138-7,75,이동교3리.무란마을,236000613,40009
130489,236000167,138-7,76,이동교3리.축석초교,236000579,40006
130490,236000167,138-7,77,이동교5리.축석검문소,236000578,40001
130491,236000167,138-7,78,금곡교,207000175,08260
130492,236000167,138-7,79,의정부성모병원,207000174,08242
130493,236000167,138-7,80,의정부면허시험장,207000173,08233
130494,236000167,138-7,81,세아아파트.거성아파트.벽산아파트,207000172,08228
130495,236000167,138-7,82,경기북부지방경찰청,207000294,08333
130496,236000167,138-7,83,금오초등학교,207000171,08211
130497,236000167,138-7,84,의정부시청소년문화의집,207000170,08204
130498,236000167,138-7,85,꽃동네입구,207000169,08197
130499,236000167,138-7,86,신도.아남아파트,207000168,08173
130500,236000167,138-7,87,버스터미널.신도브래뉴아파트,207000200,08157
130501,236000167,138-7,88,의정부부대찌개거리.중앙역,207000030,08145
130502,236000167,138-7,89,의정부경찰서앞,207000033,08110
130503,236000167,138-7,90,의정부역.흥선지하도입구,207000439,08413
130504,236000167,138-7,91,의정부역(경유),277102662,
130505,236000167,138-7,92,한화생명입구,207000189,08140
130506,236000167,138-7,93,시장앞,207000188,08147
130507,236000167,138-7,94,구터미널,207000037,08149
130508,236000167,138-7,95,파발교차로.의정부연세요양병원,207000486,08403
130509,236000167,138-7,96,의정부시외버스터미널,207000187,08169
