순번,STATION_NM,GPS_X,GPS_Y,MAP_X,MAP_Y,STATION_ID,MOBILE_NO
1,박미삼거리.국립전통예술중고(중),12654.194,3726.87,191440.9571,438721.9805,117000011,18011
2,곤제마을,12705.301,3744.864,207789.9098,472005.7618,207000396,8545
3,은행나무골,12718.013,3741.258,226484.7668,465374.4424,222001002,49007
4,신평2리.신평교차로,12713.082,3756.408,219170.5948,493380.3969,236000874,40342
5,삼협화학,12636.292,3738.467,165126.7642,460241.5768,232000526,35298
6,은곡마을회관,12647.917,3743.597,182246.7391,469675.5352,219000479,20522
7,윗독정,12712.81,3740.144,218823.2691,463291.419,222000922,49011
8,라온공원,12645.505,3743.754,178706.7171,469976.9767,229001441,30730
9,큰넋고개,12712.818,3749.209,218809.9936,480060.2801,236000900,40358
10,가평고등학교,12730.88,3749.082,245320.3436,479929.1094,239000318,44207
11,삼회분교앞,12723.674,3741.993,234800.6784,466763.9218,239000635,44215
12,에스케이에너지,12640.285,3735.641,170985.1477,454993.0626,168000562,42562
13,금호아파트앞,12712.379,3740.665,218203.8752,464254.6152,222000506,23695
14,문암골,12701.663,3718.545,202459.8333,423318.3254,200000004,1196
15,고색삼거리,12659.319,3715.225,198993.173,417174.4713,201000065,2141
16,우방아파트,12658.492,3716.132,197771.1559,418855.4385,201000137,2106
17,부영5단지,12703.333,3753.817,204883.9697,488572.9792,215000205,16067
18,옥정사거리.e편한세상19단지,12705.047,3748.605,207410.5574,478925.7757,235000542,39749
19,성산교회,12653.046,3753.969,189810.4481,488852.342,229000135,30681
20,장암우성아파트.장암주공2단지,12703.637,3743.454,205347.9608,469397.1687,207000281,8321
21,다락골,12643.48,3744.454,175760.497,471295.6527,229000897,30672
22,골프장,12702.703,3800.055,203941.7884,500070.8654,238000361,43441
23,마을회관,12701.432,3755.521,202102.2044,491717.613,215000197,16223
24,배머리,12650.825,3752.494,186549.885,486128.1937,229000132,30692
25,와촌,12710.505,3740.894,215447.3896,464672.4651,222000690,23769
26,아랫독정리,12711.417,3740.736,216790.2674,464405.3765,222000703,23762
27,돌풍회관,12703.298,3802.996,204813.6899,505580.8324,238000387,43501
28,새꽃마을삼거리,12645.917,3745.38,179320.4039,472983.0853,229000559,30698
29,연평2리와촌마을입구,12710.211,3740.892,214998.2777,464668.345,222000715,23809
30,월문4리,12715.489,3736.456,222798.1464,456480.4653,222000254,23716
31,묘적사입구,12716.369,3736.999,224090.7572,457488.5916,222000806,23710
32,창현초등학교,12718.199,3738.673,226773.514,460592.9337,222000095,23703
33,신령리.누령마을,12713.311,3701.596,219743.2715,391990.7405,231001328,33777
34,보정우체국,12706.976,3719.161,210308.5156,424464.0289,228001717,56711
35,금광면사무소입구,12719.566,3659.906,229027.9726,388888.4959,231001282,34683
36,서운중학교,12715.771,3656.614,223417.1474,382783.7571,231001268,34684
37,산평초등학교,12715.62,3655.23,223199.3876,380224.5533,231001323,33773
38,일죽터미널,12728.631,3705.649,242425.945,399569.6947,231001191,34516
39,오촌마을,12716.628,3657.513,224681.7473,384449.4778,231001271,34686
40,양계장입구,12716.345,3657.262,224263.1454,383983.2084,231001270,34687
41,인리,12716.136,3656.785,223955.0705,383099.6485,231001269,34688
42,서운중학교,12715.776,3656.609,223422.1055,382772.4377,231001276,34689
43,신동아파밀리에,12705.059,3716.213,207482.2402,419006.7341,228001938,47872
44,삼정선비마을,12706.591,3715.301,209748.603,417323.2779,228001793,47786
45,고안4리,12724.296,3707.762,235985.4557,403448.1701,228001930,47882
46,한국신문잉크,12646.733,3718.924,180410.2124,424042.1211,217000364,18385
47,소래포구입구,12644.423,3724.07,176998.0894,433563.9891,165000109,39109
48,KT부천지사사거리,12646.604,3729.145,180256.813,442949.246,210000013,11234
49,당아래지하차도,12647.63,3730.281,181774.7006,445047.2063,210000079,11347
50,장미마을.현대아파트,12707.928,3724.811,211701.3638,434915.9262,206000147,7215
51,현대판유리,12702.34,3753.358,203435.1546,487716.8808,235000954,53010
52,불현동주민자치센터,12703.743,3753.947,205490.4079,488806.4539,215000319,16422
53,농협하나로마트,12707.672,3757.74,211240.4753,495830.0884,236001137,40610
54,옥정사거리,12705.072,3748.663,207447.2436,479033.6836,235001006,53633
55,세창아파트,12705.242,3749.794,207695.2289,481125.4713,235001010,53720
56,포내2리,12632.277,3743.478,159269.8315,469540.5647,232000639,35581
57,동두천역,12703.245,3755.668,204759.1779,491990.183,215000260,16316
58,송내마을회관,12704.182,3752.953,206135.7635,486968.7881,215000251,16305
59,백선교회,12658.659,3718.695,198022.4117,423595.15,200000292,1263
60,미2사단후문,12703.374,3755.483,204948.4399,491648.8849,215000259,16309
61,화도터미널,12625.112,3738.006,148677.75,459476.5981,169000105,43105
62,대철철강,12643.091,3719.137,175023.4642,424451.3995,224000790,25788
63,곤지암공영주차장,12720.647,3720.946,230493.4189,427814.9374,234000977,38956
64,구래리,12637.679,3738.107,167167.4925,459568.4208,232000572,35524
65,우림필유아파트,12714.3,3717.698,221136.0881,421778.3905,228001758,47721
66,주리골,12712.52,3743.917,218398.5072,470270.6511,222001106,23864
67,주리골입구,12712.17,3743.437,217885.9874,469381.7739,222001121,23897
68,반도유보라아파트,12711.748,3743.242,217266.3482,469020.9505,222001150,49206
69,동패동,12643.762,3742.341,176139.0394,467371.2324,229001291,30898
70,돌풍아파트,12703.324,3802.915,204863.4461,505394.3255,238000385,43620
71,왕림리3반,12703.846,3804.064,205625.4775,507521.3712,238000530,43627
72,GS자이6단지,12706.374,3748.136,209359.3735,478060.198,235000996,53014
73,여월휴먼시아3단지,12648.471,3730.526,183014.5767,445497.8927,212000303,13251
74,여월단독주택,12648.464,3730.639,183004.3304,445706.4914,212000305,13253
75,여월휴먼시아2.3단지,12648.363,3730.727,182856.0854,445869.3839,212000306,13254
76,갈산새마을금고,12643.772,3731.075,176092.8671,446530.261,166000635,40635
77,갈산역,12643.359,3731.014,175481.1561,446416.9166,166000602,40602
78,부평역,12643.283,3729.482,175363.3032,443586.3354,166000197,40197
79,부원중학교,12643.037,3729.474,175000.528,443572.2739,166000181,40181
80,2001아울렛,12642.762,3729.465,174592.6876,443554.9265,166000162,40162
81,백운역,12642.5,3728.999,174206.3718,442695.0711,166000080,40080
82,간석오거리(인천웨딩홀),12642.469,3727.901,174154.5306,440665.1367,165000423,39423
83,올리브백화점,12642.486,3727.663,174178.9643,440224.6269,165000364,39364
84,석천사거리역,12642.64,3727.398,174404.0291,439733.0099,165000317,39317
85,모래내시장역(4번출구),12643.084,3727.353,175058.9799,439647.5733,165000335,39335
86,롯데캐슬.모래내시장,12643.133,3727.207,175130.5751,439378.4507,165000309,39309
87,길병원사거리,12642.424,3726.855,174082.8569,438730.194,165000212,39212
88,길병원사거리,12642.456,3726.881,174127.7175,438776.1678,165000216,39216
89,구월동팬더아파트,12642.752,3726.957,174564.7776,438914.1226,165000237,39237
90,현대우림아파트,12714.377,3739.49,221144.0771,462087.6633,222001072,23829
91,양오초중교.두산대림아파트,12711.683,3741.892,217175.4712,466523.5063,222001076,23833
92,빛과소금교회앞,12708.695,3739.111,212792.7765,461371.1374,222001067,23837
93,어냄이삼거리,12712.494,3740.826,218369.5308,464551.668,222001081,23844
94,석운동,12702.818,3722.831,204162.3928,431246.3448,206000480,7452
95,새마을연수원,12709.345,3723.299,213796.7627,432122.2577,206000502,7468
96,신우아파트,12712.546,3740.769,218448.6011,464447.874,222001063,23848
97,일신건영아파트,12708.721,3739.402,212829.9657,461908.8534,222001082,23840
98,빛과소금교회앞,12708.685,3739.111,212777.0457,461369.5442,222001084,23842
99,장자말,12712.24,3741.433,217996.4531,465675.059,222001079,23845
100,양오초중교.두산대림아파트,12711.692,3741.899,217188.8554,466534.9789,222001077,23846
101,삭다니입구.쌍용아파트,12711.591,3742.017,217040.5305,466754.3807,222001075,23847
102,석운동,12702.822,3722.823,204168.8158,431232.3876,206000490,7456
103,길손식당앞,12706.549,3753.582,209605.4187,488135.641,215000238,16288
104,옥금사,12706.715,3753.773,209847.6158,488489.5974,215000241,16289
105,옥금사,12706.708,3753.775,209837.9613,488493.9968,215000240,16290
106,왕방약수터,12708.114,3753.561,211899.9373,488100.4199,215000233,16291
107,왕방약수터,12708.124,3753.567,211914.3763,488110.6405,215000234,16292
108,경기도립노인전문병원,12708.153,3754.029,211952.135,488963.8499,215000235,16293
109,신우아파트,12712.529,3740.755,218424.4733,464422.5817,222001062,23849
110,도촌1.2단지,12708.919,3724.872,213160.1946,435030.1092,205000211,6192
111,도촌7단지.8단지,12709.708,3724.707,214327.3113,434728.7955,205000214,6190
112,도촌5단지.도촌종합사회복지관,12709.527,3724.949,214059.9934,435176.1805,205000215,6189
113,도촌동행정복지센터,12709.123,3725,213460.6016,435267.0877,205000218,6188
114,금호어울림1단지,12710.479,3700.305,215544.9339,389593.0657,231001200,34636
115,한국폴리텍대학교,12710.48,3700.424,215548.7117,389814.2169,231001202,34637
116,만정초등학교,12710.308,3700.444,215291.8781,389849.8022,231001204,34638
117,덕봉서원,12711.58,3702.725,217172.5092,394073.2324,231001211,34641
118,덕봉리,12711.411,3702.486,216920.7475,393629.6014,231001209,34642
119,만정초등학교,12710.296,3700.432,215276.1164,389828.123,231001205,34644
120,한국폴리텍대학교,12710.47,3700.425,215534.2901,389815.065,231001203,34645
121,삼일운동기념관,12710.533,3703.697,215614.6931,395866.3084,231001216,34649
122,공군부대앞,12709.643,3704.309,214295.5362,396997.1548,231001230,34650
123,안성국가자격시험장,12709.018,3704.288,213366.5136,396955.0082,231001226,34652
124,안성국가자격시험장,12709.014,3704.28,213361.2241,396940.1005,231001227,34653
125,하가,12715.267,3705.36,222622.5126,398957.6492,231001235,34661
126,현대우림아파트,12714.386,3739.513,221156.6555,462129.2713,222001073,23830
127,판곡중.판곡고.LH호평1단지,12714.477,3739.681,221293.3226,462442.6392,222001071,23831
128,삭다니입구.쌍용아파트,12711.576,3742.016,217018.543,466752.3815,222001074,23832
129,장자말,12712.234,3741.421,217987.702,465652.5552,222001078,23834
130,어냄이삼거리,12712.483,3740.81,218352.6183,464521.1832,222001080,23835
131,신도아파트.KT앞,12708.729,3739.292,212842.1538,461706.0652,222001068,23838
132,일신건영아파트,12708.731,3739.385,212844.9898,461877.1026,222001069,23839
133,웅진플레이도시.상동호수공원,12644.726,3730.082,177493.4052,444689.7824,210000494,11496
134,한백고등학교,12706.86,3712.467,210151.7166,412081.0146,233001609,37674
135,다산2동주민센터.양정초교.한화아파트,12710.035,3736.639,214770.5345,456799.9313,222001322,23924
136,다산2동주민센터.양정초교.한화아파트,12710.022,3736.652,214751.4225,456824.6637,222001323,23930
137,신명스카이뷰.휴먼시아5단지,12654.955,3707.568,192531.2505,403017.2679,233002021,37996
138,삼성도장,12650.757,3658.975,186287.795,387131.1531,214001318,48401
139,도리리,12728.371,3712.683,241975.7103,412579.3791,230001380,51190
140,분당구청.서현역,12707.195,3723.014,210624.0304,431590.9375,206000612,7550
141,우미린아파트.향일고,12655.071,3707.8,192702.6398,403446.3457,233002019,37995
142,구암리.뉴옵틱스,12658.479,3753.353,197773.9383,487707.0068,235000940,39979
143,가운휴먼시아.도농해링턴타워(중),12709.371,3736.326,213794.9412,456220.2684,222001319,23931
144,접동마을,12711.532,3745.538,216940.7363,473266.3142,222001118,23860
145,청록식당,12701.048,3753.8,201540.1368,488534.174,235001013,53700
146,백우리,12730.949,3719.793,245717.524,425750.9175,230001383,51183
147,카타마린리조트,12732.259,3745.65,247380.7501,473592.4973,239000777,44762
148,도봉리,12726.95,3719.371,239811.7296,424939.0681,230001240,32546
149,도농역.동화중고교.부영A(중),12709.674,3736.471,214240.5371,456488.4941,222001320,23925
150,팰리스카운티정문,12645.944,3729.404,179285.478,443430.2048,210000541,11514
151,신일비즈니스고등학교,12645.633,3740.996,178882.0444,464874.9013,219000619,20565
152,중앙공원삼거리,12646.617,3741.334,180329.9472,465497.0491,219000587,20555
153,문촌마을14.19단지,12645.147,3740.286,178160.6011,463561.7571,219000623,20563
154,중앙공원삼거리,12646.642,3741.324,180367.1969,465478.9119,219000586,20552
155,남양주제2청사.남양주경찰서,12710.364,3736.633,215255.0275,456790.2085,222001316,23928
156,가운휴먼시아.도농해링턴타워(중),12709.345,3736.307,213756.6743,456185.0617,222001318,23927
157,장암2리입구,12723.947,3716.64,235400.22,419868.6923,230001275,32496
158,조읍1리,12728.97,3719.108,242802.1466,424467.8717,230001359,51165
159,조읍1리,12729.003,3719.107,242849.8489,424466.0892,230001360,51167
160,행현2리입구,12722.218,3746.144,232629.6905,474434.2247,239000715,44700
161,도립리,12727.523,3720.507,240651.347,427045.1283,230001413,51186
162,부항선안당,12722.7,3721.383,233522.028,428634.1243,234000984,38978
163,소하1동주민센터,12653.083,3727.156,189802.6769,439252.2228,213000331,14286
164,소하3단지,12653.013,3727.021,189699.8607,439003.3798,213000333,14293
165,소하4단지,12653.029,3727.03,189722.5018,439020.2487,213000332,14294
166,딩동댕어린이집,12651.75,3729.19,187843.2927,443017.5454,213000324,14303
167,딩동댕어린이집,12651.749,3729.184,187840.7538,443006.6273,213000325,14295
168,대명각,12651.653,3729.165,187699.8149,442972.0858,213000326,14302
169,소하6단지,12653.541,3726.767,190477.1242,438532.3227,213000315,14296
170,광명소방파출소,12651.55,3729.131,187547.6784,442909.124,213000329,14301
171,현대맨션,12649.134,3729.054,183985.8011,442771.8579,211000224,12451
172,신촌마을아파트2단지,12653.553,3726.776,190495.3976,438549.0904,213000316,14292
173,화서역,12659.428,3717.047,199157.0414,420546.9462,202000089,3175
174,한양수자인파크원아파트.금호초등학교,12657.161,3715.957,195805.8829,418531.2464,201000358,2862
175,수원은혜교회.한양수자인파크원아파트,12657.237,3715.959,195917.8154,418536.4902,201000357,2861
176,삼익아파트,12657.47,3716.19,196263.6792,418963.4012,201000377,2876
177,보평상부주택,12713.449,3715.95,219885.3538,418541.9713,228001775,47742
178,포곡고등학교,12713.58,3716.525,220076.0311,419604.6986,228001865,47732
179,둔전,12713.154,3716.227,219447.9303,419052.4658,228001759,47720
180,안평마트앞,12724.997,3714.786,236967.2399,416446.2452,230001378,51166
181,정화종합기획,12714.473,3713.887,221408.8731,414729.1083,228001902,47824
182,고매사거리.고매농협,12705.841,3713.309,208643.1486,413637.1618,228001795,47788
183,별미,12716.233,3711.249,224022.8332,409853.2285,228001714,29563
184,고안1리마을회관,12724.287,3708.277,235967.9075,404400.3847,228001873,47793
185,보정역.보정고등학교.동아솔레시티,12706.514,3718.862,209626.3973,423910.5736,228001089,29209
186,흥덕중심상업지구,12704.327,3716.582,206399.4711,419689.9126,228001851,47820
187,흥덕마을9단지후문,12704.644,3716.58,206868.0213,419685.2645,228001939,47874
188,이종만박물관,12721.356,3707.5,231633.3465,402946.176,228001936,47871
189,고안1리마을회관,12724.288,3708.279,235969.5833,404404.3749,228001872,47792
190,대우연수원입구,12724.389,3708.245,236119.597,404342.6485,228001875,47790
191,법무연수원,12707.986,3717.435,211805.4686,421273.2995,228001712,29331
192,동원고교.해우재입구,12658.895,3718.948,198370.3131,424063.4517,200000293,1268
193,한국전력경기사업본부.한라시그마팰리스,12701.72,3716.669,202544.8405,419848.9816,202000082,3147
194,동원고교.해우재입구,12659.018,3719.033,198549.1952,424217.9759,200000276,1253
195,농수산물사거리,12701.706,3715.159,202522.1678,417051.8784,201000382,2882
196,권선보성.두산동아.신우아파트,12701.637,3715.005,202420.5915,416766.9331,201000383,2883
197,우림.대한아파트,12658.667,3714.839,198032.5568,416463.0668,201000350,2848
198,망포고등학교,12702.764,3714.045,204090.7756,414994.3213,203000217,4214
199,원천신미주아파트,12704.046,3716.031,205984.0126,418670.6494,203000244,4249
200,여주대하차장,12738.19,3716.109,256456.0522,418999.1471,237001238,52195
201,여주대하차장,12738.191,3716.1,256457.9157,418983.4913,237001239,52196
202,LG전자,12653.153,3728.218,189908.7353,441216.4294,117000318,18996
203,연희미용고등학교,12653.69,3728.72,190700.6902,442144.7735,116000139,17230
204,서현1동.우성아파트,12707.83,3722.808,211561.3256,431210.353,206000517,7545
205,봇들마을1단지,12706.781,3724.245,210009.4,433867.4171,206000642,7586
206,한마루.한국아파트,12659.27,3717.513,198923.7431,421409.4736,200000283,1271
207,소사어울마당.소사푸르지오,12647.911,3728.802,182181.8325,442310.8911,211000235,12462
208,장곡,12644.824,3736.405,177669.8884,456384.6889,232000584,35514
209,새마을연수원,12709.353,3723.295,213807.5109,432116.1813,206000501,7467
210,답내리고개,12720.514,3739.733,230170.7979,462565.5938,222001167,49230
211,신동아아파트입구.한양병원,12712.421,3740.987,218265.1592,464851.6811,222001281,49274
212,구봉마을입구,12719.883,3735.207,229272.3001,454189.355,222001346,23942
213,종합운동장.미사강변파밀리에,12711.567,3734.098,217035.0685,452104.6661,227000197,28213
214,장수초등학교,12644.485,3726.952,177121.8544,438899.8401,165000342,39342
215,구장수파출소,12644.95,3726.934,177805.0805,438862.8745,165000375,39375
216,극동.금호아파트,12641.948,3727.432,173381.8279,439797.3405,165000278,39278
217,현대아파트,12641.832,3727.441,173213.1948,439816.5478,165000271,39271
218,주안현대아파트,12641.061,3727.502,172076.8061,439932.614,163000358,37358
219,인천교삼거리(인천기계산업단지),12640.136,3728.575,170719.8685,441922.2361,163000453,37453
220,동춘역,12640.783,3724.283,171645.6318,433980.814,164000346,38346
221,동막역(1번출구),12640.419,3723.903,171106.8571,433279.5632,164000039,38039
222,먼우금초등학교,12639.162,3723.573,169248.9348,432676.2187,164000021,38021
223,풍림2.3차아파트,12639.176,3723.563,169269.9423,432656.5086,164000350,38350
224,금호아파트,12639.375,3723.563,169563.7222,432654.9684,164000349,38349
225,원흥아파트,12638.665,3725.467,168526.3551,436178.705,164000131,38131
226,송도유원지(도로교통공단),12639.037,3725.04,169071.6906,435387.5952,164000088,38088
227,태평아파트,12640.053,3724.666,170571.5626,434692.9734,164000083,38083
228,동춘마을아파트,12640.111,3724.65,170656.4872,434663.1656,164000082,38082
229,송도푸르지오월드마크,12638.785,3723.558,168693.0333,432650.0211,164000426,38426
230,투모로우시티,12638.427,3723.228,168161.8294,432041.7539,164000394,38394
231,신동아3차아파트,12640.431,3726.365,171140.36,437833.1343,163000494,37494
232,남동구청역,12644.296,3726.896,176843.8893,438797.3497,165000324,39324
233,남동구청역,12644.291,3726.876,176835.8243,438760.9951,165000318,39318
234,만수역,12643.865,3727.295,176209.8527,439538.3275,165000385,39385
235,인천시청후문,12642.286,3727.413,173881.8229,439762.0183,165000292,39292
236,인천시청후문,12642.29,3727.396,173888.4992,439731.6741,165000290,39290
237,석바위,12641.307,3727.465,172438.6167,439863.7404,163000365,37365
238,시민공원.문화창작지대,12640.715,3727.523,171565.4121,439973.7461,163000468,37468
239,주안사거리,12640.605,3727.51,171403.162,439950.7287,163000514,37514
240,제물포역,12639.437,3727.983,169684.8575,440832.0248,163000355,37355
241,제물포역,12639.436,3727.966,169683.019,440800.3951,163000496,37496
242,숭의역(1번출구),12638.244,3727.55,167921.9452,440037.3387,163000510,37510
243,힐캐슬프라자,12642.843,3727.376,174703.9165,439691.6193,165000329,39329
244,학익시장(법원검찰청),12639.894,3726.548,170349.2184,438174.6054,163000080,37080
245,법원검찰청입구,12640.086,3726.49,170632.5625,438066.408,163000078,37078
246,법원.검찰청,12640.084,3726.475,170628.2582,438037.8241,163000074,37074
247,장미아파트,12639.462,3726.741,169713.0447,438534.1142,163000094,37094
248,인하대정문,12639.249,3726.829,169396.939,438695.478,163000104,37104
249,인하대정문,12639.223,3726.82,169360.5351,438680.8773,163000099,37099
250,원흥아파트,12638.689,3725.48,168561.795,436202.7135,164000336,38336
251,고양공영차고지,12644.357,3740.864,177004.9017,464636.4267,219000644,20594
252,진중농협,12718.549,3732.916,227323.2076,449945.9347,222001141,23884
253,신안인스빌.자연앤어울림아파트,12711.314,3742.878,216629.6136,468345.679,222001358,23963
254,화정동입구,12649.228,3720.998,184096.6331,427869.7798,217000649,18600
255,선부3동행정복지센터,12648.641,3720.94,183229.1019,427765.54,217000629,18588
256,산정현교회,12649.04,3719.931,183814.9074,425898.0045,217000643,18601
257,한국아파트,12643.886,3730.665,176259.1193,445770.9175,166000816,40816
258,굴포천역.욱일아파트,12643.969,3730.404,176380.2202,445288.1639,166000519,40519
259,휴먼시아6.7단지.가운중학교,12709.444,3735.945,213904.1567,455515.6529,222001392,23991
260,한신컨테이너,12719.742,3738.026,229047.4882,459403.2221,222001184,49260
261,사릉축동,12711.262,3739.095,216567.6193,461347.3258,222001055,23678
262,창현리.종점,12720.427,3738.048,230054.4182,459448.3046,222001188,49253
263,휴먼시아17단지.부영아파트,12711.918,3742.815,217517.9941,468230.0635,222001378,23978
264,상봉초등학교,12657.238,3713.094,195916.6594,413236.6575,233001610,37675
265,동화휴먼시아6단지,12657.603,3712.905,196456.9521,412886.453,233001612,37677
266,동화중학교.동화초등학교,12657.691,3712.863,196586.9044,412809.2671,233001613,37678
267,동화마을1단지.화성고용센터,12657.515,3713.064,196326.7534,413180.3103,233001616,37680
268,동문아파트.협성대학교.봉담중고교,12657.144,3713.045,195778.3147,413145.0544,233001617,37681
269,구봉산근린공원,12702.653,3712.217,203927.6887,411613.0491,233001621,37683
270,삼영전자,12710.166,3726.095,214999.3636,437296.2996,205000199,6176
271,샤니후문,12710.001,3726,214754.9935,437120.6862,205000200,6177
272,남문매표소앞,12710.56,3728.329,215568.7882,441429.4556,205000208,6182
273,샤니후문,12710.122,3726.059,214930.9935,437228.4417,205000204,6181
274,삽다리,12643.75,3742.332,176121.2261,467354.7545,229001290,30906
275,덕계동아카데미과학,12702.824,3748.804,204145.5553,479291.1876,235000919,39965
276,동화초중교,12657.727,3712.881,196639.8529,412841.1817,233001624,37686
277,금호어울림아파트,12710.331,3700.251,215326.8034,389491.9015,231001233,34633
278,곡수삼거리,12736.766,3725,254244.484,435432.4202,237001183,42085
279,곡수삼거리,12736.764,3724.994,254242.1308,435420.5726,237001182,42086
280,통일대교북문,12644.211,3754.563,176862.5564,489977.8543,229000048,30889
281,통일대교북문,12644.213,3754.584,176865.3241,490016.4598,229000073,30890
282,골드프라자,12637.066,3736.627,166254.5632,456835.701,232000254,35740
283,시암1리,12638.3,3745.697,168135.5602,473606.8339,232000253,35485
284,진관중고교.약수사입구,12655.372,3738.71,193196.5117,460621.3307,111000331,12426
285,후방CP,12645.1,3756.214,178174.2409,493028.193,229000065,30891
286,단평2리,12738.271,3708.57,256672.5665,405057.0601,500000108,71412
287,쌍학리,12653.547,3714.895,190461.3522,416571.1077,233000719,37620
288,등지거리,12733.867,3755.657,249630.9852,492118.626,239000265,44677
289,한맥중공업,12642.661,3720.776,174395.2068,427481.9979,224000759,25761
290,한샘앞건너편,12644.895,3719.088,177688.4847,424351.5826,217000448,18534
291,송내역남부,12645.219,3729.189,178213.9289,443033.9301,211000095,12444
292,국민체육센터,12658.535,3722.894,197840.7376,431361.9921,226000063,27076
293,한양슈퍼,12709.999,3721.918,214765.6154,429569.3072,234000490,38938
294,왕산초등학교,12714.921,3720.033,222041.7395,426099.4849,228000301,47680
295,금단식당,12712.516,3723.93,218473.4543,433298.5078,234000501,38939
296,대흥3리,12732.354,3729.383,247692.2506,443501.3669,240000088,45882
297,군자역4번출구.용마초등학교(중),12704.947,3733.363,207288.3511,450731.7089,104000003,5003
298,동양미래대학.구로성심병원(중),12652.079,3729.981,188329.9639,444480.8,116000007,17007
299,삼성1리.섬실,12735.215,3727.973,251925.635,440918.452,240000592,45883
300,서대문우체국(중),12655.924,3733.71,194000.804,451371.3089,112000010,13010
301,서울성심병원,12703.018,3735.068,204445.6782,453882.8111,105000029,6113
302,신답초등학교.청계한신휴플러스(중),12702.664,3734.303,203925.517,452468.1472,105000004,6004
303,방아머리제1주차장,12634.468,3717.228,162268.7871,420967.8451,217000568,18533
304,쌍정2리.잿말,12643.511,3714.028,175616.3055,414997.6257,233001463,37608
305,쌍정2리.잿말,12643.514,3714.024,175620.1261,414990.7178,233001462,37609
306,호수마을.자연엔데시앙,12709.059,3717.163,213391.9499,420772.203,228000156,47674
307,마성리,12711.357,3716.835,216789.4224,420171.6833,228000384,47675
308,좌전앞,12719.27,3712.207,228514.8034,411643.1283,228001578,47677
309,수원산업단지,12658.469,3714.58,197738.8949,415984.902,201000348,2849
310,화서역,12659.404,3717.032,199122.6595,420519.7865,202000090,3176
311,원천삼성1차아파트.팩토리월드,12703.839,3715.955,205678.816,418528.148,203000242,4251
312,두2리,12703.911,3658.18,205807.633,385651.4529,214001451,48459
313,기아대교,12653.881,3726.327,190978.6779,437717.9909,213000339,14288
314,기아사거리,12653.51,3726.158,190430.376,437406.6478,213000300,14270
315,광명경영회계고교,12652.905,3726.19,189537.6381,437466.3094,213000297,14269
316,산업단지중앙로,12658.659,3714.467,198019.3672,415775.051,201000353,2853
317,미득골마을,12702.214,3713.187,203277.9866,413407.6345,233001633,55352
318,미즈파크병원,12703.614,3712.567,205349.3964,412262.511,233001672,37730
319,병점고등학교,12702.602,3712.309,203851.1051,411782.6867,233001663,37728
320,신미주아파트,12702.968,3712.536,204394.3596,412203.2003,233001664,37727
321,병점고등학교,12702.585,3712.307,203825.9503,411777.9697,233001662,37704
322,센트럴파크,12703.83,3712.464,205668.8642,412070.7324,233001674,37742
323,금호어울림,12703.989,3712.393,205905.3638,411940.2825,233001676,37741
324,삼부르네상스아파트,12651.139,3659.379,186854.7241,387877.1793,214001282,48013
325,부항1리마을회관,12723.617,3721.483,234875.6476,428825.3996,234000982,38979
326,14단지아파트사거리,12656.199,3722.362,194392.4072,430380.1185,225000215,26192
327,백현동행정복지센터,12706.612,3723.269,209761.9107,432061.5389,206000625,7569
328,나라기록관.코이카,12706.086,3724.924,208982.678,435122.6784,204000200,5182
329,나라기록관.코이카,12706.066,3724.934,208952.9136,435141.4763,204000199,5181
330,태영데시앙,12704.464,3723.205,206592.7033,431940.5925,206000650,7595
331,효성아파트입구,12654.283,3723.551,191565.1715,432582.3899,208000262,9233
332,백현마을4단지상가,12706.895,3723.275,210179.9612,432073.0461,206000623,7567
333,군포보건소,12655.525,3719.947,193393.8039,425914.5072,225000192,26179
334,이마트,12655.855,3721.676,193881.0235,429109.2941,225000214,26198
335,대야미역,12655.043,3719.632,192680.4269,425332.2534,225000188,26181
336,부곡버스공영차고지,12655.748,3719.265,193722.002,424651.3873,225000194,26183
337,동탄1동행정복지센터,12704.354,3712.399,206444.3585,411952.7823,233001679,37694
338,신일유토빌정문,12704.503,3712.549,206664.4351,412229.9322,233001681,37695
339,문학리,12657.967,3709.326,196993.4006,406266.8877,233001580,36703
340,삼진아파트,12738.378,3718.555,256707.9876,423527.2583,237000972,52076
341,현진에버빌,12732.123,3713.028,247519.8614,413245.2836,237000966,52078
342,현암3통마을회관,12738.199,3718.888,256430.6157,424141.3463,237000958,52079
343,당우리,12740.839,3719.658,260326.5623,425591.3993,237000953,52080
344,평장,12738.599,3719.301,257021.5986,424908.3502,237000946,52083
345,한성아파트,12737.149,3717.248,254906.9119,421097.244,237000941,52084
346,연라2통,12736.391,3716.231,253796.7166,419208.3407,237000936,52085
347,산림조합,12738.211,3715.259,256498.7253,417428.3986,237000926,52088
348,양주역,12702.706,3746.491,203974.1996,475011.0788,235000242,39920
349,고개앞,12743.147,3721.574,263708.4778,429161.4279,237001046,52060
350,수참.산림조합유통센터,12637.854,3740.702,167443.1376,464367.7995,232000493,35437
351,당우리(모랭이),12740.433,3720.707,259715.7424,427529.5416,237001163,52016
352,장호원교,12738.103,3707.142,256439.9712,402413.5107,500000107,71406
353,감곡터미널,12738.581,3707.061,257148.9683,402268.5233,500000106,71407
354,방하리큰골마을,12731.914,3747.263,246857.1898,476572.7177,500000101,71408
355,주안사거리,12640.636,3727.529,171449.257,439985.0977,163000330,37330
